trialNumber,classNumber,className,startingTime,cueInitTime,trialDuration,cueDuration,finishDuration,fadeInDuration,startingTime(legible)
1,1,IZQUIERDA,1740684895.981461,1740684902.5954094,1740684912.9679568,2.0,1.0,0.258495569229126,27/02/2025 16:34:55
2,1,IZQUIERDA,1740684914.1660933,1740684919.1535103,1740684929.5274234,2.0,1.0,0.25151515007019043,27/02/2025 16:35:14
3,2,DERECHA,1740684930.7149956,1740684935.4954097,1740684945.8751047,2.0,1.0,0.2637622356414795,27/02/2025 16:35:30
4,2,DERECHA,1740684947.0755575,1740684951.8549597,1740684962.2324414,2.0,1.0,0.2571539878845215,27/02/2025 16:35:47
5,1,IZQUIERDA,1740684963.4364033,1740684969.9635756,1740684980.3467057,2.0,1.0,0.2500455379486084,27/02/2025 16:36:03
6,2,DERECHA,1740684981.5454137,1740684986.6363077,1740684997.016417,2.0,1.0,0.2564713954925537,27/02/2025 16:36:21
7,1,IZQUIERDA,1740684998.2162943,1740685002.984784,1740685013.3564126,2.0,1.0,0.2664144039154053,27/02/2025 16:36:38
8,2,DERECHA,1740685014.5446603,1740685020.855436,1740685031.2375062,2.0,1.0,0.2481682300567627,27/02/2025 16:36:54
9,2,DERECHA,1740685032.435761,1740685039.060235,1740685049.436085,2.0,1.0,0.25960540771484375,27/02/2025 16:37:12
10,1,IZQUIERDA,1740685050.626379,1740685056.9054115,1740685067.2769966,2.0,1.0,0.2588534355163574,27/02/2025 16:37:30
11,1,IZQUIERDA,1740685068.4654126,1740685073.4958258,1740685083.8764203,2.0,1.0,0.2648928165435791,27/02/2025 16:37:48
12,2,DERECHA,1740685085.0746462,1740685090.355648,1740685100.7374215,2.0,1.0,0.25101780891418457,27/02/2025 16:38:05
13,2,DERECHA,1740685101.935881,1740685108.1254127,1740685118.4983885,2.0,1.0,0.26399970054626465,27/02/2025 16:38:21
14,2,DERECHA,1740685119.685766,1740685126.1694176,1740685136.5471165,2.0,1.0,0.25708961486816406,27/02/2025 16:38:39
15,1,IZQUIERDA,1740685137.7456899,1740685143.0260882,1740685153.4084034,2.0,1.0,0.25244927406311035,27/02/2025 16:38:57
16,1,IZQUIERDA,1740685154.6040018,1740685160.9332561,1740685171.3124437,2.0,1.0,0.2515075206756592,27/02/2025 16:39:14
17,2,DERECHA,1740685172.5161686,1740685177.5254092,1740685187.9061708,2.0,1.0,0.2457568645477295,27/02/2025 16:39:32
18,2,DERECHA,1740685189.1054094,1740685195.515409,1740685205.8889644,2.0,1.0,0.25888609886169434,27/02/2025 16:39:49
19,1,IZQUIERDA,1740685207.0725963,1740685212.886129,1740685223.2776773,2.0,1.0,0.24987101554870605,27/02/2025 16:40:07
20,1,IZQUIERDA,1740685224.4661498,1740685229.7454119,1740685240.1275876,2.0,1.0,0.25644898414611816,27/02/2025 16:40:24
