trialNumber,classNumber,className,startingTime,cueInitTime,trialDuration,cueDuration,finishDuration,fadeInDuration,startingTime(legible)
1,2,DERECHA,1740074846.6475253,1740074852.1662912,1740074862.5413964,2.0,1.0,0.25099849700927734,20/02/2025 15:07:26
2,2,DERECHA,1740074863.7419376,1740074868.6956737,1740074879.074222,2.0,1.0,0.26047182083129883,20/02/2025 15:07:43
3,1,IZQUIERDA,1740074880.2764053,1740074886.163701,1740074896.5427182,2.0,1.0,0.2648324966430664,20/02/2025 15:08:00
4,2,DERECHA,1740074897.7407198,1740074903.1988142,1740074913.5722282,2.0,1.0,0.258375883102417,20/02/2025 15:08:17
5,2,DERECHA,1740074914.7732313,1740074920.4188015,1740074930.7915256,2.0,1.0,0.25186967849731445,20/02/2025 15:08:34
6,2,DERECHA,1740074931.9981365,1740074937.2407112,1740074947.6214712,2.0,1.0,0.2566957473754883,20/02/2025 15:08:51
7,1,IZQUIERDA,1740074948.8207936,1740074954.5239027,1740074964.9052074,2.0,1.0,0.2642488479614258,20/02/2025 15:09:08
8,1,IZQUIERDA,1740074966.1003785,1740074972.2292864,1740074982.6033556,2.0,1.0,0.25896334648132324,20/02/2025 15:09:26
9,2,DERECHA,1740074983.7888932,1740074989.2103336,1740074999.5917807,2.0,1.0,0.24997186660766602,20/02/2025 15:09:43
10,2,DERECHA,1740075000.7883239,1740075006.4290469,1740075016.8084154,2.0,1.0,0.25460386276245117,20/02/2025 15:10:00
11,2,DERECHA,1740075018.008409,1740075023.0703402,1740075033.452063,2.0,1.0,0.25463199615478516,20/02/2025 15:10:18
12,1,IZQUIERDA,1740075034.649225,1740075040.058128,1740075050.4331155,2.0,1.0,0.2528717517852783,20/02/2025 15:10:34
13,1,IZQUIERDA,1740075051.638364,1740075058.242342,1740075068.6215792,2.0,1.0,0.26297807693481445,20/02/2025 15:10:51
14,1,IZQUIERDA,1740075069.8204823,1740075074.899136,1740075085.282048,2.0,1.0,0.26111817359924316,20/02/2025 15:11:09
15,1,IZQUIERDA,1740075086.4783263,1740075092.678942,1740075103.060916,2.0,1.0,0.2604086399078369,20/02/2025 15:11:26
16,1,IZQUIERDA,1740075104.2586288,1740075109.5551038,1740075119.9327254,2.0,1.0,0.25400781631469727,20/02/2025 15:11:44
17,1,IZQUIERDA,1740075121.1360836,1740075126.9283705,1740075137.3121612,2.0,1.0,0.26333189010620117,20/02/2025 15:12:01
18,2,DERECHA,1740075138.5082736,1740075144.0892375,1740075154.464177,2.0,1.0,0.2544839382171631,20/02/2025 15:12:18
19,2,DERECHA,1740075155.6683493,1740075160.5387342,1740075170.9222884,2.0,1.0,0.26456642150878906,20/02/2025 15:12:35
20,1,IZQUIERDA,1740075172.1176026,1740075178.7892723,1740075189.1719666,2.0,1.0,0.2488570213317871,20/02/2025 15:12:52
