trialNumber,classNumber,className,startingTime,cueInitTime,trialDuration,cueDuration,finishDuration,fadeInDuration,startingTime(legible)
1,2,DERECHA,1740772209.6729565,1740772214.5259655,1740772224.9240363,2.0,1.0,0.26138997077941895,28/02/2025 16:50:09
2,2,DERECHA,1740772226.1229174,1740772231.4845707,1740772241.8600051,2.0,1.0,0.2641255855560303,28/02/2025 16:50:26
3,2,DERECHA,1740772243.064867,1740772248.6849918,1740772259.0651197,2.0,1.0,0.26055121421813965,28/02/2025 16:50:43
4,2,DERECHA,1740772260.2649271,1740772265.6349497,1740772276.0154366,2.0,1.0,0.2536602020263672,28/02/2025 16:51:00
5,1,IZQUIERDA,1740772277.2349222,1740772283.4642074,1740772293.8415964,2.0,1.0,0.25409650802612305,28/02/2025 16:51:17
6,2,DERECHA,1740772295.0323906,1740772301.49419,1740772311.873139,2.0,1.0,0.2518179416656494,28/02/2025 16:51:35
7,1,IZQUIERDA,1740772313.064208,1740772318.1046922,1740772328.4898033,2.0,1.0,0.260789155960083,28/02/2025 16:51:53
8,1,IZQUIERDA,1740772329.6850998,1740772335.9341965,1740772346.3110373,2.0,1.0,0.2631399631500244,28/02/2025 16:52:09
9,2,DERECHA,1740772347.5107539,1740772352.275761,1740772362.6583273,2.0,1.0,0.25989246368408203,28/02/2025 16:52:27
10,1,IZQUIERDA,1740772363.853763,1740772369.1347353,1740772379.5175757,2.0,1.0,0.25595712661743164,28/02/2025 16:52:43
11,1,IZQUIERDA,1740772380.7146578,1740772386.8551197,1740772397.238907,2.0,1.0,0.25906920433044434,28/02/2025 16:53:00
12,1,IZQUIERDA,1740772398.4350748,1740772405.1050773,1740772415.4817526,2.0,1.0,0.2505767345428467,28/02/2025 16:53:18
13,1,IZQUIERDA,1740772416.6845453,1740772422.8720236,1740772433.2482347,2.0,1.0,0.254256010055542,28/02/2025 16:53:36
14,2,DERECHA,1740772434.4545302,1740772441.0420637,1740772451.4200196,2.0,1.0,0.25058650970458984,28/02/2025 16:53:54
15,2,DERECHA,1740772452.6245372,1740772458.0097792,1740772468.3896616,2.0,1.0,0.2552962303161621,28/02/2025 16:54:12
16,1,IZQUIERDA,1740772469.5943792,1740772475.5133271,1740772485.8895695,2.0,1.0,0.2572035789489746,28/02/2025 16:54:29
17,1,IZQUIERDA,1740772487.0950518,1740772493.6845405,1740772504.060733,2.0,1.0,0.256847620010376,28/02/2025 16:54:47
18,2,DERECHA,1740772505.264953,1740772510.515185,1740772520.8895717,2.0,1.0,0.26362133026123047,28/02/2025 16:55:05
19,1,IZQUIERDA,1740772522.089968,1740772527.0426803,1740772537.4267166,2.0,1.0,0.2579653263092041,28/02/2025 16:55:22
20,2,DERECHA,1740772538.624321,1740772543.4814994,1740772553.8604646,2.0,1.0,0.2489161491394043,28/02/2025 16:55:38
