trialNumber,classNumber,className,startingTime,cueInitTime,trialDuration,cueDuration,finishDuration,fadeInDuration,startingTime(legible)
1,1,IZQUIERDA,1740148546.7261286,1740148552.3051238,1740148562.6776652,2.0,1.0,0.25095343589782715,21/02/2025 11:35:46
2,2,DERECHA,1740148563.8838172,1740148570.175758,1740148580.560063,2.0,1.0,0.25797057151794434,21/02/2025 11:36:03
3,2,DERECHA,1740148581.755935,1740148587.0222168,1740148597.3987734,2.0,1.0,0.24746012687683105,21/02/2025 11:36:21
4,1,IZQUIERDA,1740148598.5966377,1740148604.8557534,1740148615.2289827,2.0,1.0,0.2578542232513428,21/02/2025 11:36:38
5,2,DERECHA,1740148616.4239793,1740148622.9257555,1740148633.3095963,2.0,1.0,0.26412320137023926,21/02/2025 11:36:56
6,2,DERECHA,1740148634.5057514,1740148640.9257574,1740148651.3055959,2.0,1.0,0.25031137466430664,21/02/2025 11:37:14
7,2,DERECHA,1740148652.5054235,1740148658.3169217,1740148668.6985111,2.0,1.0,0.2607412338256836,21/02/2025 11:37:32
8,1,IZQUIERDA,1740148669.8961365,1740148675.8462265,1740148686.2291183,2.0,1.0,0.25966930389404297,21/02/2025 11:37:49
9,2,DERECHA,1740148687.426621,1740148692.4461482,1740148702.8187728,2.0,1.0,0.24477243423461914,21/02/2025 11:38:07
10,1,IZQUIERDA,1740148704.021254,1740148708.9241862,1740148719.3100045,2.0,1.0,0.255115270614624,21/02/2025 11:38:24
11,1,IZQUIERDA,1740148720.506741,1740148726.975932,1740148737.3502352,2.0,1.0,0.25801658630371094,21/02/2025 11:38:40
12,2,DERECHA,1740148738.5565865,1740148744.0665405,1740148754.4487689,2.0,1.0,0.25907325744628906,21/02/2025 11:38:58
13,1,IZQUIERDA,1740148755.6457512,1740148762.1920295,1740148772.5687695,2.0,1.0,0.25800323486328125,21/02/2025 11:39:15
14,1,IZQUIERDA,1740148773.7689674,1740148778.6957495,1740148789.0697472,2.0,1.0,0.2592339515686035,21/02/2025 11:39:33
15,2,DERECHA,1740148790.2698605,1740148795.4457545,1740148805.8209481,2.0,1.0,0.26972389221191406,21/02/2025 11:39:50
16,1,IZQUIERDA,1740148807.0263073,1740148813.6140945,1740148823.9895742,2.0,1.0,0.2547636032104492,21/02/2025 11:40:07
17,1,IZQUIERDA,1740148825.196703,1740148830.8857517,1740148841.2587702,2.0,1.0,0.25095701217651367,21/02/2025 11:40:25
18,2,DERECHA,1740148842.456218,1740148847.345899,1740148857.7262945,2.0,1.0,0.2536935806274414,21/02/2025 11:40:42
19,2,DERECHA,1740148858.9244938,1740148864.8357537,1740148875.209017,2.0,1.0,0.26291632652282715,21/02/2025 11:40:58
20,1,IZQUIERDA,1740148876.4157522,1740148881.3328001,1740148891.708891,2.0,1.0,0.2502110004425049,21/02/2025 11:41:16
