trialNumber,classNumber,className,startingTime,cueInitTime,trialDuration,cueDuration,finishDuration,fadeInDuration,startingTime(legible)
1,2,DERECHA,1740147085.2703326,1740147091.5652392,1740147101.947251,2.0,1.0,0.25507164001464844,21/02/2025 11:11:25
2,2,DERECHA,1740147103.1460004,1740147109.1160774,1740147119.490125,2.0,1.0,0.26547718048095703,21/02/2025 11:11:43
3,1,IZQUIERDA,1740147120.6953917,1740147125.995847,1740147136.3682606,2.0,1.0,0.2581748962402344,21/02/2025 11:12:00
4,2,DERECHA,1740147137.5652392,1740147144.018045,1740147154.3987925,2.0,1.0,0.25057244300842285,21/02/2025 11:12:17
5,1,IZQUIERDA,1740147155.6019058,1740147161.3353148,1740147171.7082572,2.0,1.0,0.26198625564575195,21/02/2025 11:12:35
6,2,DERECHA,1740147172.9099782,1740147178.8156762,1740147189.1992617,2.0,1.0,0.2593812942504883,21/02/2025 11:12:52
7,1,IZQUIERDA,1740147190.3952415,1740147195.705246,1740147206.086359,2.0,1.0,0.2561166286468506,21/02/2025 11:13:10
8,1,IZQUIERDA,1740147207.2852418,1740147212.5859272,1740147222.95896,2.0,1.0,0.2642197608947754,21/02/2025 11:13:27
9,2,DERECHA,1740147224.1597366,1740147230.3959765,1740147240.7793782,2.0,1.0,0.26598238945007324,21/02/2025 11:13:44
10,2,DERECHA,1740147241.9759724,1740147247.7861848,1740147258.1704257,2.0,1.0,0.256969690322876,21/02/2025 11:14:01
11,1,IZQUIERDA,1740147259.3662407,1740147265.721147,1740147276.1086767,2.0,1.0,0.24772119522094727,21/02/2025 11:14:19
12,1,IZQUIERDA,1740147277.3057296,1740147283.1152391,1740147293.4988964,2.0,1.0,0.2581455707550049,21/02/2025 11:14:37
13,1,IZQUIERDA,1740147294.690954,1740147299.663338,1740147310.039266,2.0,1.0,0.26003289222717285,21/02/2025 11:14:54
14,2,DERECHA,1740147311.2416801,1740147316.6152437,1740147326.9969368,2.0,1.0,0.2542455196380615,21/02/2025 11:15:11
15,2,DERECHA,1740147328.1912036,1740147334.7056613,1740147345.0845702,2.0,1.0,0.26325035095214844,21/02/2025 11:15:28
16,2,DERECHA,1740147346.2833095,1740147351.5809097,1740147361.9585507,2.0,1.0,0.2590823173522949,21/02/2025 11:15:46
17,1,IZQUIERDA,1740147363.146153,1740147369.0227451,1740147379.3992605,2.0,1.0,0.2504427433013916,21/02/2025 11:16:03
18,2,DERECHA,1740147380.5961761,1740147386.6157413,1740147396.9989617,2.0,1.0,0.26903271675109863,21/02/2025 11:16:20
19,1,IZQUIERDA,1740147398.1957076,1740147403.995603,1740147414.3689747,2.0,1.0,0.24734854698181152,21/02/2025 11:16:38
20,1,IZQUIERDA,1740147415.5653288,1740147420.9460964,1740147431.3189545,2.0,1.0,0.2657308578491211,21/02/2025 11:16:55
