trialNumber,classNumber,className,startingTime,cueInitTime,trialDuration,cueDuration,finishDuration,fadeInDuration,startingTime(legible)
1,2,DERECHA,1740163836.9942958,1740163842.4952815,1740163852.86692,2.0,1.0,0.2573256492614746,21/02/2025 15:50:36
2,2,DERECHA,1740163854.0652795,1740163860.394293,1740163870.7713313,2.0,1.0,0.2626490592956543,21/02/2025 15:50:54
3,2,DERECHA,1740163871.9552493,1740163877.1042888,1740163887.477436,2.0,1.0,0.26442503929138184,21/02/2025 15:51:11
4,2,DERECHA,1740163888.6744847,1740163894.6742887,1740163905.058185,2.0,1.0,0.26335954666137695,21/02/2025 15:51:28
5,1,IZQUIERDA,1740163906.255159,1740163912.9745,1740163923.3553903,2.0,1.0,0.25055646896362305,21/02/2025 15:51:46
6,1,IZQUIERDA,1740163924.5532172,1740163930.5509105,1740163940.9282603,2.0,1.0,0.25142383575439453,21/02/2025 15:52:04
7,1,IZQUIERDA,1740163942.1136525,1740163947.6905105,1740163958.0687444,2.0,1.0,0.25046586990356445,21/02/2025 15:52:22
8,1,IZQUIERDA,1740163959.2738829,1740163965.8652663,1740163976.24455,2.0,1.0,0.25304079055786133,21/02/2025 15:52:39
9,2,DERECHA,1740163977.4442952,1740163982.5802083,1740163992.9683182,2.0,1.0,0.25457286834716797,21/02/2025 15:52:57
10,2,DERECHA,1740163994.1636136,1740164000.2742884,1740164010.6475646,2.0,1.0,0.25297999382019043,21/02/2025 15:53:14
11,1,IZQUIERDA,1740164011.8545437,1740164017.6929293,1740164028.0692742,2.0,1.0,0.26573920249938965,21/02/2025 15:53:31
12,1,IZQUIERDA,1740164029.270779,1740164034.2751274,1740164044.648163,2.0,1.0,0.2554354667663574,21/02/2025 15:53:49
13,2,DERECHA,1740164045.8494034,1740164052.0250993,1740164062.3984325,2.0,1.0,0.2588770389556885,21/02/2025 15:54:05
14,2,DERECHA,1740164063.598704,1740164069.5336814,1740164079.9177356,2.0,1.0,0.2608213424682617,21/02/2025 15:54:23
15,1,IZQUIERDA,1740164081.115281,1740164087.0852644,1740164097.4683113,2.0,1.0,0.26073384284973145,21/02/2025 15:54:41
16,2,DERECHA,1740164098.6646159,1740164103.972853,1740164114.3555894,2.0,1.0,0.25847840309143066,21/02/2025 15:54:58
17,2,DERECHA,1740164115.5542932,1740164120.8851075,1740164131.2573845,2.0,1.0,0.2495133876800537,21/02/2025 15:55:15
18,1,IZQUIERDA,1740164132.4603176,1740164138.4242914,1740164148.8040285,2.0,1.0,0.25659775733947754,21/02/2025 15:55:32
19,1,IZQUIERDA,1740164150.0044842,1740164155.911396,1740164166.2877347,2.0,1.0,0.2581028938293457,21/02/2025 15:55:50
20,1,IZQUIERDA,1740164167.4745681,1740164173.9151928,1740164184.2873137,2.0,1.0,0.25765466690063477,21/02/2025 15:56:07
