trialNumber,classNumber,className,startingTime,cueInitTime,trialDuration,cueDuration,finishDuration,fadeInDuration,startingTime(legible)
1,2,DERECHA,1740164552.9244633,1740164558.6445146,1740164569.0212674,2.0,1.0,0.2617530822753906,21/02/2025 16:02:32
2,1,IZQUIERDA,1740164570.214867,1740164576.135166,1740164586.5083048,2.0,1.0,0.2569241523742676,21/02/2025 16:02:50
3,1,IZQUIERDA,1740164587.7067535,1740164593.8796272,1740164604.2585077,2.0,1.0,0.258866548538208,21/02/2025 16:03:07
4,1,IZQUIERDA,1740164605.4562874,1740164611.4433029,1740164621.818246,2.0,1.0,0.25218653678894043,21/02/2025 16:03:25
5,2,DERECHA,1740164623.0233896,1740164628.3794942,1740164638.7572935,2.0,1.0,0.243058443069458,21/02/2025 16:03:43
6,1,IZQUIERDA,1740164639.955279,1740164646.4948995,1740164656.8683004,2.0,1.0,0.2568392753601074,21/02/2025 16:03:59
7,2,DERECHA,1740164658.071429,1740164663.5238705,1740164673.8972871,2.0,1.0,0.2539980411529541,21/02/2025 16:04:18
8,1,IZQUIERDA,1740164675.0968227,1740164680.064906,1740164690.4472947,2.0,1.0,0.2612340450286865,21/02/2025 16:04:35
9,1,IZQUIERDA,1740164691.6452658,1740164696.4094846,1740164706.7889254,2.0,1.0,0.2515413761138916,21/02/2025 16:04:51
10,2,DERECHA,1740164707.9903011,1740164714.584718,1740164724.9676013,2.0,1.0,0.2689979076385498,21/02/2025 16:05:07
11,2,DERECHA,1740164726.1647048,1740164731.2450879,1740164741.6183062,2.0,1.0,0.25087451934814453,21/02/2025 16:05:26
12,2,DERECHA,1740164742.8147223,1740164749.3640292,1740164759.743993,2.0,1.0,0.2578756809234619,21/02/2025 16:05:42
13,1,IZQUIERDA,1740164760.944454,1740164766.163033,1740164776.5376832,2.0,1.0,0.24945521354675293,21/02/2025 16:06:00
14,1,IZQUIERDA,1740164777.7247105,1740164782.752952,1740164793.1329174,2.0,1.0,0.24808311462402344,21/02/2025 16:06:17
15,2,DERECHA,1740164794.334706,1740164799.7527962,1740164810.1377993,2.0,1.0,0.2509162425994873,21/02/2025 16:06:34
16,2,DERECHA,1740164811.3342764,1740164816.239707,1740164826.6181865,2.0,1.0,0.248291015625,21/02/2025 16:06:51
17,1,IZQUIERDA,1740164827.8247168,1740164833.8538985,1740164844.2283013,2.0,1.0,0.24990272521972656,21/02/2025 16:07:07
18,2,DERECHA,1740164845.4243166,1740164851.4744415,1740164861.8587341,2.0,1.0,0.2587425708770752,21/02/2025 16:07:25
19,2,DERECHA,1740164863.0550508,1740164868.849772,1740164879.2248824,2.0,1.0,0.2559783458709717,21/02/2025 16:07:43
20,1,IZQUIERDA,1740164880.4139895,1740164886.7242806,1740164897.1006205,2.0,1.0,0.2563316822052002,21/02/2025 16:08:00
