trialNumber,classNumber,className,startingTime,cueInitTime,trialDuration,cueDuration,finishDuration,fadeInDuration,startingTime(legible)
1,1,IZQUIERDA,1740165159.6823227,1740165165.0021803,1740165175.385343,2.0,1.0,0.24457621574401855,21/02/2025 16:12:39
2,2,DERECHA,1740165176.5823064,1740165183.242003,1740165193.6204147,2.0,1.0,0.26356077194213867,21/02/2025 16:12:56
3,2,DERECHA,1740165194.8215287,1740165200.9422379,1740165211.3236866,2.0,1.0,0.25368309020996094,21/02/2025 16:13:14
4,2,DERECHA,1740165212.522042,1740165218.611525,1740165228.9924183,2.0,1.0,0.24741315841674805,21/02/2025 16:13:32
5,2,DERECHA,1740165230.1913683,1740165234.9713562,1740165245.3504484,2.0,1.0,0.2517893314361572,21/02/2025 16:13:50
6,2,DERECHA,1740165246.551519,1740165251.6457381,1740165262.0250053,2.0,1.0,0.25322628021240234,21/02/2025 16:14:06
7,1,IZQUIERDA,1740165263.221649,1740165268.3513522,1740165278.725823,2.0,1.0,0.2619812488555908,21/02/2025 16:14:23
8,1,IZQUIERDA,1740165279.9313552,1740165286.5713706,1740165296.94437,2.0,1.0,0.26490354537963867,21/02/2025 16:14:39
9,1,IZQUIERDA,1740165298.1513526,1740165304.221354,1740165314.60437,2.0,1.0,0.25068187713623047,21/02/2025 16:14:58
10,1,IZQUIERDA,1740165315.8013997,1740165320.6317494,1740165331.0150723,2.0,1.0,0.2517247200012207,21/02/2025 16:15:15
11,1,IZQUIERDA,1740165332.211713,1740165338.8155355,1740165349.1952686,2.0,1.0,0.26148223876953125,21/02/2025 16:15:32
12,1,IZQUIERDA,1740165350.4004283,1740165355.551505,1740165365.933208,2.0,1.0,0.26243138313293457,21/02/2025 16:15:50
13,2,DERECHA,1740165367.1314871,1740165373.6441557,1740165384.0225356,2.0,1.0,0.25309157371520996,21/02/2025 16:16:07
14,2,DERECHA,1740165385.2220042,1740165390.8018053,1740165401.182961,2.0,1.0,0.25992441177368164,21/02/2025 16:16:25
15,1,IZQUIERDA,1740165402.382077,1740165407.301543,1740165417.6843696,2.0,1.0,0.25171518325805664,21/02/2025 16:16:42
16,2,DERECHA,1740165418.881397,1740165423.9315543,1740165434.3060665,2.0,1.0,0.2533388137817383,21/02/2025 16:16:58
17,1,IZQUIERDA,1740165435.5115707,1740165440.4719858,1740165450.850336,2.0,1.0,0.2612345218658447,21/02/2025 16:17:15
18,2,DERECHA,1740165452.0519311,1740165457.1755435,1740165467.5546753,2.0,1.0,0.2604668140411377,21/02/2025 16:17:32
19,2,DERECHA,1740165468.7551494,1740165475.271983,1740165485.6556847,2.0,1.0,0.26656150817871094,21/02/2025 16:17:48
20,1,IZQUIERDA,1740165486.8513548,1740165493.221351,1740165503.6043718,2.0,1.0,0.2576406002044678,21/02/2025 16:18:06
