trialNumber,classNumber,className,startingTime,cueInitTime,trialDuration,cueDuration,finishDuration,fadeInDuration,startingTime(legible)
1,2,DERECHA,1740769793.7511115,1740769799.4491808,1740769809.8306718,2.0,1.0,0.254793643951416,28/02/2025 16:09:53
2,1,IZQUIERDA,1740769811.0265818,1740769815.9987133,1740769826.373534,2.0,1.0,0.24673962593078613,28/02/2025 16:10:11
3,1,IZQUIERDA,1740769827.5818486,1740769832.5731468,1740769842.9556737,2.0,1.0,0.251375675201416,28/02/2025 16:10:27
4,1,IZQUIERDA,1740769844.1517951,1740769849.0911741,1740769859.4761605,2.0,1.0,0.25835156440734863,28/02/2025 16:10:44
5,1,IZQUIERDA,1740769860.684963,1740769866.4178624,1740769876.7949998,2.0,1.0,0.25428009033203125,28/02/2025 16:11:00
6,2,DERECHA,1740769878.0015059,1740769883.900499,1740769894.2845118,2.0,1.0,0.2424943447113037,28/02/2025 16:11:18
7,1,IZQUIERDA,1740769895.4815104,1740769901.8713052,1740769912.2553468,2.0,1.0,0.25805187225341797,28/02/2025 16:11:35
8,2,DERECHA,1740769913.4509706,1740769918.2213054,1740769928.5944986,2.0,1.0,0.2557539939880371,28/02/2025 16:11:53
9,1,IZQUIERDA,1740769929.7918935,1740769936.2815542,1740769946.6570594,2.0,1.0,0.2643110752105713,28/02/2025 16:12:09
10,2,DERECHA,1740769947.8609724,1740769953.9709811,1740769964.3445456,2.0,1.0,0.2651941776275635,28/02/2025 16:12:27
11,1,IZQUIERDA,1740769965.542273,1740769971.6111617,1740769981.984832,2.0,1.0,0.25956177711486816,28/02/2025 16:12:45
12,2,DERECHA,1740769983.182373,1740769988.2213619,1740769998.5949965,2.0,1.0,0.25603485107421875,28/02/2025 16:13:03
13,2,DERECHA,1740769999.790971,1740770005.7139595,1740770016.0954475,2.0,1.0,0.26032519340515137,28/02/2025 16:13:19
14,1,IZQUIERDA,1740770017.291676,1740770023.6212952,1740770034.0039964,2.0,1.0,0.26294612884521484,28/02/2025 16:13:37
15,2,DERECHA,1740770035.2014358,1740770041.4211724,1740770051.7949924,2.0,1.0,0.2512218952178955,28/02/2025 16:13:55
16,2,DERECHA,1740770053.0017002,1740770058.8415146,1740770069.2258434,2.0,1.0,0.255387544631958,28/02/2025 16:14:13
17,1,IZQUIERDA,1740770070.4203844,1740770075.9180644,1740770086.2957149,2.0,1.0,0.2546050548553467,28/02/2025 16:14:30
18,2,DERECHA,1740770087.5009751,1740770093.1082625,1740770103.4869394,2.0,1.0,0.25746703147888184,28/02/2025 16:14:47
19,1,IZQUIERDA,1740770104.684144,1740770110.2615378,1740770120.645904,2.0,1.0,0.2524838447570801,28/02/2025 16:15:04
20,2,DERECHA,1740770121.8413677,1740770127.1514006,1740770137.5291471,2.0,1.0,0.2642488479614258,28/02/2025 16:15:21
