trialNumber,classNumber,className,startingTime,cueInitTime,trialDuration,cueDuration,finishDuration,fadeInDuration,startingTime(legible)
1,1,IZQUIERDA,1740769009.7019804,1740769016.1985292,1740769026.619523,2.0,1.0,0.2576131820678711,28/02/2025 15:56:49
2,1,IZQUIERDA,1740769027.8130875,1740769033.5420036,1740769043.9274058,2.0,1.0,0.2539491653442383,28/02/2025 15:57:07
3,2,DERECHA,1740769045.1229446,1740769051.1419656,1740769061.5183794,2.0,1.0,0.25771045684814453,28/02/2025 15:57:25
4,2,DERECHA,1740769062.717113,1740769067.8623483,1740769078.2363837,2.0,1.0,0.2623007297515869,28/02/2025 15:57:42
5,2,DERECHA,1740769079.452214,1740769086.135811,1740769096.516368,2.0,1.0,0.24960780143737793,28/02/2025 15:57:59
6,1,IZQUIERDA,1740769097.7213147,1740769103.3921635,1740769113.7661395,2.0,1.0,0.2481081485748291,28/02/2025 15:58:17
7,1,IZQUIERDA,1740769114.9728167,1740769119.900522,1740769130.2872674,2.0,1.0,0.26019716262817383,28/02/2025 15:58:34
8,1,IZQUIERDA,1740769131.482232,1740769136.2628064,1740769146.645371,2.0,1.0,0.26209115982055664,28/02/2025 15:58:51
9,1,IZQUIERDA,1740769147.8421457,1740769152.9823098,1740769163.3649986,2.0,1.0,0.25464653968811035,28/02/2025 15:59:07
10,2,DERECHA,1740769164.5623157,1740769169.3428586,1740769179.726452,2.0,1.0,0.25185179710388184,28/02/2025 15:59:24
11,1,IZQUIERDA,1740769180.9177718,1740769187.2129571,1740769197.5959098,2.0,1.0,0.2503197193145752,28/02/2025 15:59:40
12,1,IZQUIERDA,1740769198.792081,1740769204.5014062,1740769214.8740277,2.0,1.0,0.24875140190124512,28/02/2025 15:59:58
13,2,DERECHA,1740769216.0725906,1740769222.7128952,1740769233.0969856,2.0,1.0,0.2509598731994629,28/02/2025 16:00:16
14,2,DERECHA,1740769234.2923996,1740769240.7923079,1740769251.1772485,2.0,1.0,0.2545647621154785,28/02/2025 16:00:34
15,2,DERECHA,1740769252.3705235,1740769257.3223596,1740769267.7054207,2.0,1.0,0.25145888328552246,28/02/2025 16:00:52
16,2,DERECHA,1740769268.9023457,1740769273.9478564,1740769284.326848,2.0,1.0,0.2580275535583496,28/02/2025 16:01:08
17,1,IZQUIERDA,1740769285.527793,1740769290.902213,1740769301.286058,2.0,1.0,0.250227689743042,28/02/2025 16:01:25
18,2,DERECHA,1740769302.4821918,1740769308.8223803,1740769319.2070048,2.0,1.0,0.25194644927978516,28/02/2025 16:01:42
19,2,DERECHA,1740769320.4029765,1740769325.3586774,1740769335.7360048,2.0,1.0,0.2551138401031494,28/02/2025 16:02:00
20,1,IZQUIERDA,1740769336.931979,1740769341.7025118,1740769352.086585,2.0,1.0,0.26146674156188965,28/02/2025 16:02:16
