,sujeto,eeg_file,bad_channels,bad_muscle_components,bad_eog_components,alpha_components,trials_to_remove
Run1_TipoSesion2,sujeto_1\,sujeto1_imag_1.hdf5,T7-F9-F10-AF7-AF8-FP1-FP2,4-7-10-11-13-14-15-16-17-18-19-20-22-23-27,0-5,,
